Fund Name,Currency,Risk Rating,Cash,CPFIS-OA,CPFIS-SA,SRS,Management Fee,Annual Expense Ratio,Fund Size(million),Initial,Subsequent,Indicated Gross <br\/> Dividend Yield* (%),Cash Investment,Frequency,FSM Sales Charge,
"Allianz Income and Growth Cl AM AT Acc USD",USD,7,Y,N,N,Y,1.50%,1.54%,USD 34043.52,1000.00,100.00,,,,0,
"Threadneedle (Lux) US High Yield Bond AU Acc USD",USD,4,Y,N,N,Y,1.25%,1.55%,USD 221.80,1000.00,100.00,,,,0,
"United Global Quality Growth Fund C Acc SGD-H (CPF)",SGD,7,N,Y,N,N,1.00%,1.33%,SGD 1041.31,1000.00,100.00,,,,0,
"FTIF - Templeton Asian Smaller Companies A (Ydis) USD",USD,10,Y,N,N,N,1.35%,2.27%,USD 1010.00,1000.00,100.00,,Reinvest,Y,0,
"CPR Invest - Food For Generations A2 Acc USD-H",USD,10,Y,N,N,N,1.80%,2.35%,USD 981.47,1000.00,100.00,,,,0,
"Blackrock Euro Bond A2 USD",USD,4,Y,N,N,Y,0.75%,0.98%,EUR 4818.42,1000.00,100.00,,,,0,
"GS Asia High Yield Bond Portfolio Acc USD",USD,5,Y,N,N,N,1.25%,1.50%,USD 161.00,5000.00,100.00,,,,0,
"Eastspring Investments - China A Shares Growth AS SGD",SGD,9,Y,N,N,Y,1.50%,1.83%,USD 248.50,1000.00,100.00,,,,0,
"GS Global Multi-Asset Income Portfolio Acc USD",USD,6,Y,N,N,N,1.25%,1.55%,USD 196.00,1000.00,100.00,,,,0,
"GS Global Multi-Asset Income Portfolio Gross MDist USD",USD,6,Y,N,N,N,1.25%,1.55%,USD 196.00,5000.00,100.00,4.41%,Payout,M,0,
"Blackrock US Dollar High Yield Bond A6 SGD-H",SGD,4,Y,N,N,Y,1.25%,1.46%,USD 3698.90,1000.00,100.00,5.72%,Payout,M,0,
"BNP Paribas Aqua Classic Cap RH USD",USD,9,Y,N,N,N,1.75%,2.22%,EUR 2931.00,1000.00,100.00,,,,0,
"BNP Paribas Aqua Classic RH MD Dis SGD",SGD,9,Y,N,N,N,1.75%,2.22%,EUR 2931.00,1000.00,100.00,1.92%,Payout,M,0,
"Fidelity Sustainable Eurozone Equity A-ACC-EUR",EUR,8,Y,N,N,N,1.50%,1.92%,EUR 349.00,1000.00,100.00,,,,0,
"PIMCO Global High Yield Bond Fund Cl E Acc USD",USD,4,Y,N,N,Y,1.45%,1.45%,USD 5500.00,1000.00,100.00,,,,0,
"PIMCO Income Fund Cl E Inc RMB-H",CNH,4,Y,N,N,Y,1.45%,1.45%,USD 70400.00,1000.00,100.00,3.23%,Payout,M,0,
"Schroder ISF Global Credit Income A Acc SGD-H",SGD,4,Y,N,N,Y,1.10%,1.42%,USD 4791.20,1000.00,100.00,,,,0,
"JPMorgan Funds - Income A (acc) USD",USD,4,Y,N,N,Y,1.00%,1.20%,USD 8997.50,1000.00,100.00,,,,0,
"Fidelity Global Short Duration Income A-ACC-USD",USD,3,Y,N,N,N,0.75%,1.05%,USD 1015.00,1000.00,100.00,,,,0,
"Schroder Singapore Trust A Acc SGD",SGD,8,Y,N,N,Y,1.13%,1.30%,SGD 914.86,1000.00,100.00,,,,0,
"United SGD Money Market A1 SGD",SGD,0,Y,N,N,Y,0.25%,0.56%,SGD 390.05,1000.00,100.00,,,,0,
"Eastspring Investments Funds - Monthly Income Plan S SGD",SGD,4,Y,N,N,Y,1.25%,0.13%,SGD 721.40,1000.00,100.00,4.96%,Payout,M,0,
"Schroder ISF Asian Opportunities A Acc USD",USD,8,Y,N,N,N,1.50%,1.85%,USD 9668.01,1000.00,100.00,,,,0,
"Blackrock ESG Emerging Markets Blended Bond A2 USD",USD,5,Y,N,N,Y,1.50%,1.72%,USD 71.86,1000.00,100.00,,,,0,
"Natixis Thematics Water H-R/A SGD",SGD,10,Y,N,N,N,1.90%,,USD 169.50,1500.00,100.00,,,,0,
"Natixis Thematics Water R/A SGD",SGD,10,Y,N,N,N,1.90%,,USD 169.50,1500.00,100.00,,,,0,
"GS ESG-Enhanced Global Income Bond Portfolio Acc USD",USD,4,Y,N,N,N,1.00%,1.25%,USD 54.00,5000.00,100.00,,,,0,
"GS ESG-Enhanced Global Income Bond Portfolio MDist USD",USD,4,Y,N,N,N,1.00%,1.25%,USD 54.00,5000.00,100.00,3.55%,Payout,M,0,
"Manulife Global Fund - Preferred Securities Income AA Inc SGD-H",SGD,5,Y,N,N,Y,1.10%,1.29%,USD 487.85,1000.00,100.00,4.45%,Payout,M,0,
"Manulife Global Fund - Preferred Securities Income AA G MDIST SGD-H",SGD,5,Y,N,N,Y,1.10%,1.29%,USD 296.20,1000.00,100.00,5.64%,Payout,M,0,
"Threadneedle Global Extended Alpha A Acc GBP",GBP,10,Y,N,N,N,1.50%,1.76%,GBP 229.80,1000.00,100.00,,,,0,
"GS ESG-Enhanced Global Income Bond Portfolio MDist SGD-H",SGD,4,Y,N,N,N,1.00%,1.25%,USD 54.00,5000.00,100.00,3.55%,Payout,M,0,
"Neuberger Berman 5G Connectivity A Acc AUD-H",AUD,10,Y,N,N,Y,1.70%,1.78%,USD 2442.58,1000.00,100.00,,,,0,
"Neuberger Berman 5G Connectivity A Acc SGD-H",SGD,10,Y,N,N,Y,1.70%,1.78%,USD 2442.58,1000.00,100.00,,,,0,
"Neuberger Berman 5G Connectivity A Acc USD",USD,10,Y,N,N,Y,1.70%,1.78%,USD 2442.58,1000.00,100.00,,,,0,
"Manulife Global Fund - Preferred Securities Income AA Inc AUD-H",AUD,5,Y,N,N,N,1.10%,,USD 416.84,1000.00,100.00,5.01%,Payout,M,0,
"Manulife Global Fund - Global Multi-Asset Diversified Income AA Inc AUD-H",AUD,5,Y,N,N,N,1.50%,,USD 212.10,1000.00,100.00,,Payout,M,0,
"Manulife Global Fund - Global Multi-Asset Diversified Income AA Inc SGD-H",SGD,5,Y,N,N,Y,1.50%,1.74%,USD 212.10,1000.00,100.00,5.02%,Payout,M,0,
"Fidelity European Dividend A-MCDIST(G)-EUR",EUR,8,Y,N,N,N,1.50%,1.92%,EUR 108.00,1000.00,100.00,5.15%,Payout,M,0,
"Natixis Thematics Meta H-R/A SGD",SGD,7,Y,N,N,N,1.90%,,USD 717.60,1500.00,100.00,,,,0,
"FTIF - Franklin India AS (acc) SGD (CPF)",SGD,9,N,Y,N,N,1.00%,1.75%,USD 1250.00,1000.00,100.00,,,,0,
"BNY Mellon Global Short-Dated High Yield Bond A Inc USD",USD,4,Y,N,N,N,1.25%,1.37%,USD 711.51,5000.00,100.00,4.06%,Payout,Q,0,
"GS Emerging Markets Corporate Bond Portfolio Stable MDist USD",USD,5,Y,N,N,N,1.25%,1.40%,USD 3963.00,5000.00,100.00,5.13%,Payout,M,0,
"GS Emerging Markets Corporate Bond Portfolio Stable MDist SGD-H",SGD,5,Y,N,N,N,1.25%,1.39%,USD 3963.00,1000.00,100.00,5.00%,Payout,M,0,
"GS Emerging Markets Corporate Bond Portfolio Stable MDist GBP-H",GBP,5,Y,N,N,N,1.25%,1.40%,USD 3963.00,3000.00,100.00,5.13%,Payout,M,0,
"GS Asia High Yield Bond Portfolio MDist USD",USD,5,Y,N,N,N,1.25%,1.50%,USD 161.00,5000.00,100.00,7.02%,Payout,M,0,
"GS Global High Yield Portfolio MDist USD",USD,4,Y,N,N,N,1.10%,1.24%,USD 3205.00,5000.00,100.00,4.18%,Payout,M,0,
"Aviva Investors - Global Convertibles Ayh SGD",SGD,5,Y,N,N,Y,1.20%,,null ,1000.00,100.00,,,,0,
"Blackrock Circular Economy A2 USD",USD,7,Y,N,N,Y,1.50%,1.81%,USD 1808.09,1000.00,100.00,,,,0,
"Blackrock Circular Economy A2 EUR",EUR,7,Y,N,N,Y,1.50%,1.81%,USD 1808.09,1000.00,100.00,,,,0,
"Blackrock Global Long Horizon Equity A2 USD",USD,7,Y,N,N,Y,1.50%,1.82%,USD 824.16,1000.00,100.00,,,,0,
"Fullerton Lux Funds - Global Absolute Alpha A Acc SGD",SGD,8,Y,N,N,Y,1.50%,,SGD 304.27,1000.00,100.00,,,,0,
"Fullerton Lux Funds - Global Absolute Alpha A Acc USD",USD,8,Y,N,N,N,1.50%,,null ,1000.00,100.00,,,,0,
"Allianz Total Return Asian Equity AM DIS H2-SGD",SGD,8,Y,N,N,Y,1.75%,2.07%,USD 610.67,1000.00,100.00,1.99%,Payout,M,0,
"AB FCP I Global Equity Blend A USD",USD,7,Y,N,N,N,1.60%,1.93%,USD 119.45,2000.00,750.00,,,,0,
"BNP Paribas Aqua Classic Cap SGD",SGD,9,Y,N,N,N,1.75%,2.22%,EUR 2931.00,1000.00,100.00,,,,0,
"HGIF - Asia High Yield Bond AM3H SGD",SGD,5,Y,N,N,Y,1.25%,1.62%,USD 1979.95,1000.00,100.00,6.08%,Payout,M,0,
"FTIF - Franklin India A (acc) SGD",SGD,9,Y,N,N,Y,1.00%,1.89%,USD 1250.00,1000.00,100.00,,,,0,
"Threadneedle (Lux) Global Multi Asset Income ASP Inc SGD",SGD,6,Y,N,N,Y,1.25%,1.55%,USD 176.70,1000.00,100.00,5.01%,Payout,Q,0,
"Schroder ISF Global Sustainable Growth A Acc USD",USD,7,Y,N,N,N,1.30%,1.65%,USD 1840.28,1000.00,100.00,,,,0,
"United Sustainable Credit Income A Dis USD",USD,4,Y,N,N,N,1.15%,3.36%,USD 15.05,1000.00,100.00,4.05%,Payout,M,0,
"BNP Paribas Energy Transition Classic RH Cap SGD",SGD,10,Y,N,N,N,1.50%,,EUR 3188.00,1000.00,100.00,,,,0,
"PineBridge Asia ex Japan Equity A5H SGD",SGD,8,Y,N,N,Y,1.30%,,USD 389.90,1000.00,100.00,,,,0,
"Blackrock Sustainable Energy A2 SGD-H",SGD,10,Y,N,N,Y,1.75%,1.97%,USD 6264.74,1000.00,100.00,,,,0,
"JPMorgan Investment Funds - Global High Yield Bond A (acc) USD",USD,4,Y,N,N,Y,0.85%,1.07%,USD 9707.10,1000.00,100.00,,,,0,
"Wells Fargo US All Cap Growth Fund Cl A Acc SGD-H",SGD,9,Y,N,N,N,1.60%,,USD 1420.00,1000.00,100.00,,,,0,
"Janus Henderson Horizon Euroland A2 SGD-H",SGD,8,Y,N,N,N,1.20%,1.86%,EUR 1040.00,1000.00,100.00,,,,0,
"BNP Paribas Aqua Classic RH MD Dis USD",USD,9,Y,N,N,N,1.75%,2.22%,EUR 2931.00,1000.00,100.00,1.91%,Payout,M,0,
"Blackrock Global Bond Income A6 SGD-H",SGD,4,Y,N,N,Y,1.00%,1.23%,USD 151.93,1000.00,100.00,4.53%,Payout,M,0,
"FSSA Global Emerging Markets Focus I Acc USD",USD,9,Y,N,N,N,1.50%,1.68%,USD 36.10,1000.00,500.00,,,,0,
"GS Global Future Health Care Equity Portfolio Acc USD",USD,10,Y,N,N,N,1.50%,1.90%,USD 262.00,5000.00,100.00,,,,0,
"Allianz Global Opportunistic Bond Cl AMg Dis H2-GBP",GBP,4,Y,N,N,Y,1.14%,1.17%,USD 250.09,1000.00,100.00,3.46%,Payout,M,0,
"Allianz Global Opportunistic Bond Cl AMg Dis H2-SGD",SGD,4,Y,N,N,Y,1.14%,1.16%,USD 250.09,1000.00,100.00,3.94%,Payout,M,0,
"Allianz Thematica Cl AMg DIS H2-AUD",AUD,7,Y,N,N,Y,1.90%,1.96%,USD 2812.60,1000.00,100.00,2.94%,Payout,M,0,
"Natixis Thematics AI & Robotics Fund H-R/A SGD-H",SGD,10,Y,N,N,N,1.83%,2.00%,USD 444.90,1500.00,100.00,,,,0,
"Janus Henderson Horizon Global High Yield Bond A4M USD",USD,4,Y,N,N,N,0.75%,1.18%,USD 1770.00,1000.00,100.00,5.95%,Payout,M,0,
"GS Europe CORE Equity Portfolio Acc EUR",EUR,8,Y,N,N,N,1.25%,1.39%,EUR 1729.00,5000.00,100.00,,,,0,
"AB FCP I American Income Portfolio AA SGD-H",SGD,4,Y,N,N,N,1.10%,1.30%,USD 25615.22,1000.00,100.00,6.28%,Payout,M,0,
"Schroder ISF US Dollar Bond A Acc USD",USD,3,Y,N,N,N,0.75%,0.94%,USD 883.22,1000.00,100.00,,,,0,
"HGIF - Singapore Dollar Income Bond AC SGD",SGD,3,Y,N,N,Y,0.80%,1.00%,SGD 350.92,1000.00,100.00,,,,0,
"Fidelity Sustainable Strategic Bond A-ACC-USD",USD,4,Y,N,N,N,1.00%,1.41%,USD 686.00,1000.00,100.00,,,,0,
"Neuberger Berman Corporate Hybrid Bond A MDis USD-H",USD,5,Y,N,N,Y,1.20%,1.30%,EUR 2050.70,1000.00,100.00,5.53%,Payout,M,0,
"Nikko AM All China Equity A SGD",SGD,9,Y,N,N,Y,1.50%,1.81%,USD 28.00,1000.00,100.00,,,,0,
"United Global Innovation A Acc SGD-H",SGD,10,Y,N,N,Y,1.75%,2.07%,SGD 32.13,1000.00,100.00,,,,0,
"United Global Innovation A Acc USD",USD,10,Y,N,N,N,1.75%,2.24%,USD 24.15,1000.00,100.00,,,,0,
"Allianz Income and Growth Cl AM DIS H2-EUR",EUR,7,Y,N,N,Y,1.50%,1.54%,USD 34043.52,1000.00,100.00,6.44%,Payout,M,0,
"United Sustainable Credit Income A Acc USD",USD,4,Y,N,N,N,1.15%,2.45%,USD 15.05,1000.00,100.00,,,,0,
"BNY Mellon Mobility Innovation B Acc USD",USD,9,Y,N,N,N,1.40%,1.53%,USD 747.34,10000.00,100.00,,,,0,
"BNY Mellon Emerging Markets Corporate Debt A Acc USD",USD,5,Y,N,N,N,1.50%,1.62%,USD 436.12,5000.00,100.00,,,,0,
"BNY Mellon Global Emerging Markets A Acc EUR",EUR,9,Y,N,N,N,2.00%,2.24%,USD 81.95,5000.00,100.00,,,,0,
"Allianz Strategic Bond AT SGD-H2",SGD,4,Y,N,N,Y,1.30%,1.39%,USD 1485.28,1000.00,100.00,,,,0,
"Allianz Strategic Bond AT USD",USD,4,Y,N,N,Y,1.30%,1.21%,USD 1485.28,1000.00,100.00,,,,0,
"Manulife Global Fund - Global Multi-Asset Diversified Income AA Inc USD",USD,5,Y,N,N,N,1.50%,1.74%,USD 212.10,1000.00,100.00,5.09%,Payout,M,0,
"FTIF - Franklin Mutual European A Acc EUR",EUR,8,Y,N,N,N,1.00%,1.88%,EUR 638.00,1000.00,100.00,,,,0,
"Fidelity Enhanced Reserve A-ACC-SGD (hedged)",SGD,3,Y,N,N,N,0.50%,0.63%,USD 3104.00,1000.00,100.00,,,,0,
"GS Emerging Markets Multi-Asset Portfolio Cap MDist AUD-Partially-H",AUD,6,Y,N,N,N,1.40%,1.80%,USD 21.00,5000.00,100.00,5.19%,Payout,M,0,
"Natixis Thematics Safety H-R/A SGD",SGD,10,Y,N,N,N,1.90%,,USD 794.50,1500.00,100.00,,,,0,
"Natixis Seeyond Asia MinVol Equity income H-R/DIVM SGD-H",SGD,8,Y,N,N,N,0.90%,1.50%,USD 11.00,1500.00,100.00,3.42%,Payout,M,0,
"Natixis Seeyond Asia MinVol Equity income R/DIVM USD",USD,8,Y,N,N,N,0.90%,1.50%,USD 11.00,1000.00,100.00,3.29%,Payout,M,0,
"Neuberger Berman Next Generation Mobility A Acc USD",USD,7,Y,N,N,Y,1.70%,2.00%,USD 140.25,1000.00,100.00,,,,0,
"Threadneedle (Lux) Global Multi Asset Income ASC Inc SGD-H",SGD,6,Y,N,N,Y,1.25%,1.55%,USD 176.70,1000.00,100.00,4.96%,Payout,Q,0,
"Janus Henderson Horizon Asia-Pacific Property Income A3 SGD",SGD,10,Y,N,N,N,1.20%,1.93%,USD 39.54,1000.00,100.00,3.05%,Reinvest,Y,0,
"Natixis WCM Global Emerging Markets Equity R/A USD",USD,9,Y,N,N,N,1.80%,1.90%,USD 89.00,1000.00,100.00,,,,0,
"Eastspring Investments - Global Growth Equity AS SGD-H",SGD,7,Y,N,N,Y,1.50%,1.98%,USD 49.80,1000.00,100.00,,,,0,
"Fidelity Global High Yield A-ACC-USD",USD,4,Y,N,N,N,1.00%,1.42%,USD 281.00,1000.00,100.00,,,,0,
"Fidelity Euro Bond A-ACC-EUR",EUR,3,Y,N,N,N,0.75%,1.00%,EUR 1408.00,1000.00,100.00,,,,0,
"United SGD Fund B Acc SGD",SGD,2,Y,N,N,N,0.33%,0.36%,SGD 2645.24,1000000.00,100000.00,,,,0,
"BNY Mellon Global High Yield Bond A Acc EUR",EUR,4,Y,N,N,N,1.25%,1.39%,USD 162.09,5000.00,100.00,,,,0,
"Blackrock Asian High Yield Bond A8 AUD-H",AUD,5,Y,N,N,Y,0.70%,1.20%,USD 784.96,1000.00,100.00,7.36%,Reinvest,M,0,
"Allianz Global Artificial Intelligence AT Acc H2-SGD",SGD,10,Y,N,N,Y,1.75%,2.10%,USD 10909.83,1000.00,100.00,,,,0,
"Allianz US Short Duration High Income Bond Cl AM DIS USD",USD,4,Y,N,N,Y,1.10%,1.34%,USD 1531.08,1000.00,100.00,4.47%,Payout,M,0,
"PineBridge Asia Pacific Investment Grade Bond A5HD SGD",SGD,4,Y,N,N,Y,0.75%,1.39%,USD 204.90,1000.00,100.00,0.89%,Payout,M,0,
"Allianz Thematica Cl AT Acc USD",USD,7,Y,N,N,Y,1.90%,1.96%,USD 2812.60,1000.00,100.00,,,,0,
"PIMCO Diversified Income Fund Cl Inc SGD",SGD,4,Y,N,N,N,1.19%,1.19%,USD 16700.00,1000.00,100.00,2.44%,Payout,Q,0,
"PIMCO Dynamic Multi-Asset Cl E Acc USD-H",USD,6,Y,N,N,Y,1.85%,1.85%,EUR 7100.00,5000.00,100.00,,,,0,
"Allianz Thematica Cl AMg DIS USD",USD,7,Y,N,N,Y,2.05%,1.96%,USD 2812.60,1000.00,100.00,2.88%,Payout,M,0,
"Natixis Thematics AI & Robotics Fund R/A SGD",SGD,10,Y,N,N,N,1.83%,2.00%,USD 444.90,1500.00,100.00,,,,0,
"PIMCO Income Fund Cl E Inc GBP-H",GBP,4,Y,N,N,Y,1.45%,1.45%,USD 70400.00,1000.00,100.00,4.22%,Payout,M,0,
"Aviva Investors - Sustainable Income & Growth Ah SGD",SGD,6,Y,N,N,Y,1.50%,1.59%,USD 32.99,1000.00,100.00,,,,0,
"Natixis Loomis Sayles Asia Bond Plus H-R/DIVM SGD",SGD,6,Y,N,N,N,1.53%,1.60%,USD 48.50,1500.00,100.00,7.56%,Payout,M,0,
"Fidelity European Dynamic Growth A-SGD",SGD,8,Y,N,N,Y,1.50%,1.90%,EUR 5188.00,1000.00,100.00,,Reinvest,Y,0,
"Manulife Global Fund - Preferred Securities Income AA Inc USD",USD,5,Y,N,N,N,1.10%,1.29%,USD 487.85,1000.00,100.00,4.48%,Payout,M,0,
"FTIF - Franklin Flexible Alpha Bond (acc) USD",USD,3,Y,N,N,N,0.75%,1.39%,USD 33.00,1000.00,100.00,,,,0,
"FTIF - Franklin Japan (acc) USD-H1",USD,8,Y,N,N,N,1.00%,1.86%,JPY 9440.00,1000.00,100.00,,,,0,
"GS Emerging Markets Equity ESG Portfolio Acc USD",USD,8,Y,N,N,N,1.75%,2.13%,USD 414.00,5000.00,100.00,,,,0,
"BNY Mellon Global Equity Income A Acc EUR",EUR,7,Y,N,N,N,2.00%,2.12%,USD 717.61,5000.00,100.00,0.50%,Reinvest,Y,0,
"Fidelity America A-USD",USD,8,Y,N,N,Y,1.50%,1.89%,USD 2863.00,1000.00,100.00,,,,0,
"First Sentier Bridge A DIS SGD",SGD,6,Y,Y,Y,Y,1.25%,1.46%,SGD 3771.10,1000.00,100.00,4.10%,Reinvest,H,0,
"Nikko AM ASEAN Equity Fund A USD",USD,9,Y,N,N,N,1.50%,1.84%,USD 18.25,1000.00,100.00,,Payout,F,0,
"Manulife Global Fund - India Equity AA USD",USD,9,Y,N,N,N,1.75%,2.09%,USD 301.70,1000.00,100.00,,,,0,
"BNY Mellon Emerging Markets Debt Total Return A Acc USD",USD,5,Y,N,N,N,1.00%,1.17%,USD 144.13,5000.00,100.00,,,,0,
"Blackrock ESG Multi-Asset A2 EUR",EUR,6,Y,N,N,Y,1.20%,1.45%,EUR 2562.64,1000.00,100.00,,,,0,
"Manulife Global Fund - Asia Pacific REIT AA (G) MDIST AUD-H",AUD,10,Y,N,N,N,1.50%,1.75%,USD 453.40,1000.00,100.00,4.32%,Payout,M,0,
"Janus Henderson Horizon Global Sustainable Equity A2 SGD-H",SGD,7,Y,N,N,N,1.20%,1.88%,USD 1020.00,1000.00,100.00,,,,0,
"Threadneedle (Lux) Global Equity Income 1UP Inc USD",USD,7,Y,N,N,N,1.50%,1.68%,USD 226.70,1000.00,100.00,2.60%,Payout,Q,0,
"Blackrock ESG Multi-Asset A2 USD-H",USD,6,Y,N,N,Y,1.20%,1.45%,EUR 2562.64,1000.00,100.00,,,,0,
"GS ESG-Enhanced Europe High Yield Bond Portfolio Acc USD-H",USD,4,Y,N,N,N,1.00%,1.35%,EUR 82.00,5000.00,100.00,,,,0,
"Nikko AM Shenton Global Opportunities USD",USD,7,Y,N,N,N,1.25%,1.51%,USD 175.54,1000.00,100.00,,,,0,
"Neuberger Berman Global Real Estate Securities A Acc USD",USD,10,Y,N,N,Y,1.50%,1.80%,USD 11.32,1000.00,100.00,,,,0,
"FTIF - Franklin Natural Resources A (acc) USD",USD,10,Y,N,N,N,1.00%,1.89%,USD 419.00,1000.00,100.00,,,,0,
"Fidelity Pacific A-USD (hedged)",USD,8,Y,N,N,N,1.50%,1.92%,USD 2063.00,1000.00,100.00,,Reinvest,Y,0,
"Aberdeen Standard SICAV I - Emerging Markets Bond Fixed Maturity 2023 A Acc USD",USD,5,Y,N,N,N,0.50%,0.60%,USD 118.90,1500.00,1500.00,,,,0,
"Aberdeen Standard SICAV I - Emerging Markets Bond Fixed Maturity 2023 A QInc USD",USD,5,Y,N,N,N,0.50%,0.60%,USD 118.90,1500.00,1500.00,3.85%,Payout,Q,0,
"Aberdeen Standard SICAV I - Emerging Markets Bond Fixed Maturity 2023 A Acc SGD-H",SGD,5,Y,N,N,N,0.50%,0.64%,USD 118.90,3000.00,3000.00,,,,0,
"Aberdeen Standard SICAV I - Emerging Markets Bond Fixed Maturity 2023 A QInc SGD-H",SGD,5,Y,N,N,N,0.50%,0.64%,USD 118.90,3000.00,3000.00,3.89%,Payout,Q,0,
"Threadneedle (Lux) Global Smaller Companies AE EUR",EUR,8,Y,N,N,Y,1.50%,1.80%,EUR 2133.90,1000.00,100.00,,,,0,
"Allianz Global Sustainability Cl A Dis EUR",EUR,7,Y,N,N,Y,1.80%,1.85%,EUR 1321.84,1000.00,100.00,0.04%,Reinvest,Y,0,
"Schroder ISF Global Credit Income A Acc GBP-H",GBP,4,Y,N,N,N,1.10%,1.42%,USD 4791.20,1000.00,100.00,,,,0,
"Blackrock Asian High Yield Bond A2 SGD-H",SGD,5,Y,N,N,Y,0.70%,1.21%,USD 784.96,1000.00,100.00,,,,0,
"Allianz SGD Income AMg DIS SGD",SGD,3,Y,N,N,Y,1.00%,1.05%,SGD 72.51,1000.00,100.00,3.65%,Payout,M,0,
"Threadneedle (Lux) UK Equity Income 1UH Acc USD-H",USD,9,Y,N,N,N,1.50%,1.64%,null ,1000.00,100.00,,,,0,
"Threadneedle (Lux) UK Equity Income 1EH Acc EUR-H",EUR,9,Y,N,N,N,1.50%,1.64%,null ,1000.00,100.00,,,,0,
"Allianz American Income AM Dis H2-RMB",CNH,3,Y,N,N,Y,1.50%,,USD 202.32,1000.00,100.00,7.50%,Payout,M,0,
"Eastspring Investments Unit Trusts - Fixed Income Plan Series 2 AD SGD-H",SGD,4,Y,N,N,Y,0.60%,0.85%,USD 72.40,1000.00,100.00,4.01%,Payout,Q,0,
"Janus Henderson Horizon Global Property Equities A3 SGD",SGD,10,Y,N,N,N,1.20%,2.88%,USD 1470.00,1000.00,100.00,2.36%,Payout,Q,0,
"GS Emerging Markets Debt Portfolio Acc USD",USD,5,Y,N,N,N,1.25%,1.38%,USD 5547.00,5000.00,100.00,,,,0,
"GS Emerging Markets Debt Portfolio Stable MDist USD",USD,5,Y,N,N,N,1.25%,1.38%,USD 5547.00,5000.00,100.00,6.25%,Payout,M,0,
"Allianz American Income AM Dis HKD",HKD,3,Y,N,N,Y,1.50%,,USD 202.32,1000.00,100.00,4.91%,Payout,M,0,
"JPMorgan Funds - Asia Growth A (acc) SGD",SGD,8,Y,N,N,Y,1.50%,1.80%,USD 2185.30,1000.00,100.00,,,,0,
"Blackrock Global High Yield Bond A2 USD",USD,4,Y,N,N,Y,1.25%,1.46%,USD 2364.76,1000.00,100.00,,,,0,
"CPR Invest - Global Disruptive Opportunities A2 Acc SGD-H",SGD,10,Y,N,N,N,1.80%,2.30%,SGD 8855.96,1000.00,100.00,,,,0,
"CPR Invest - Global Disruptive Opportunities A2 Acc USD-H",USD,10,Y,N,N,N,1.80%,2.35%,USD 6656.61,1000.00,100.00,,,,0,
"Fidelity Global Multi Asset Income A-MCDIST(G)-SGD (SGD/USD Hedged)",SGD,6,Y,N,N,Y,1.25%,1.68%,USD 10367.00,1000.00,100.00,5.86%,Payout,M,0,
"FTIF - Franklin Mutual European A Acc USD-H1",USD,8,Y,N,N,N,1.00%,1.82%,EUR 638.00,1000.00,100.00,,,,0,
"JPMorgan Funds - Income A (div) USD",USD,4,Y,N,N,Y,1.00%,1.20%,USD 8997.50,1000.00,100.00,4.65%,Payout,Q,0,
"Legg Mason ClearBridge - Tactical Dividend Income A Mdis AUD-H Plus",AUD,9,Y,N,N,N,1.25%,1.74%,USD 41.45,1000.00,100.00,4.12%,Reinvest,M,0,
"Eastspring Investments - Asian High Yield Bond AS SGD-H",SGD,5,Y,N,N,Y,1.00%,,USD 475.20,1000.00,100.00,,,,0,
"Natixis WCM Global Emerging Markets Equity R/A SGD",SGD,9,Y,N,N,N,1.80%,,USD 67.50,1500.00,100.00,,,,0,
"Natixis WCM Global Emerging Markets Equity H-R/A SGD",SGD,9,Y,N,N,N,1.80%,,USD 67.50,1500.00,100.00,,,,0,
"JPMorgan Funds - Multi-Manager Alternatives A (acc) SGD",SGD,10,Y,N,N,Y,1.25%,2.60%,USD 1745.30,1000.00,100.00,,,,0,
"Fidelity Global Thematic Opportunities A-USD",USD,7,Y,N,N,N,1.50%,1.89%,USD 2058.00,1000.00,100.00,,Reinvest,Y,0,
"FTSF - Templeton Shariah Global Equity A Acc SGD",SGD,7,Y,N,N,Y,1.00%,1.88%,USD 87.00,1000.00,100.00,,,,0,
"Blackrock FinTech A2 USD",USD,10,Y,N,N,Y,1.50%,1.82%,USD 525.76,1000.00,100.00,,,,0,
"Threadneedle (Lux) Global Smaller Companies AUP USD",USD,8,Y,N,N,Y,1.50%,1.79%,EUR 1518.10,1000.00,100.00,0.55%,Reinvest,Y,0,
"BNP Paribas Environmental Absolute Return Thematic Equity (EARTH) Classic Cap USD",USD,10,Y,N,N,N,1.50%,1.83%,USD 469.00,1000.00,100.00,,,,0,
"GS Global Millennials Equity Portfolio Acc SGD",SGD,7,Y,N,N,N,1.50%,1.90%,USD 2449.00,5000.00,100.00,,,,0,
"BNP Paribas Europe Multi-Asset Income Classic RH MD AUD",AUD,6,Y,N,N,N,1.25%,,EUR 164.00,1000.00,100.00,5.42%,Payout,M,0,
"DWS Noor Precious Metals Securities LC USD",USD,10,Y,N,N,N,1.50%,,null ,1000.00,100.00,,,,0,
"JPMorgan Funds - Global Growth A (acc) USD ",USD,7,Y,N,N,Y,1.50%,1.80%,USD 698.40,1000.00,100.00,,,,0,
"UTI India Balanced Dist USD",USD,6,Y,N,N,N,1.70%,4.70%,USD 17.71,100.00,100.00,4.79%,Payout,Q,0,
"Blackrock Global Bond Income A6 USD",USD,4,Y,N,N,Y,1.00%,1.23%,USD 151.93,1000.00,100.00,4.50%,Payout,M,0,
